url,thread_id,title,thread_category,answer_by_doctor,title_category
https://www.agnoshealth.com/forums/642,642,ทานยาคุมมาตลอด 2 ปีครึ่ง ประจำเดือนมาตรงทุกเดือน (28 วัน) ตอนนี้กำลังหยุดทานยาคุมเป็นเดือนแรก ประจำเดือนมาซ้ำ แบบนร่ผิดปกติไหมคะ วันสุดท้ายที่ทานยาคุม 2 เมษายน ประจำเดือนมาวันที่ 17-12 เมษายน(ตรงตามปกติ) วันที่ 22 เมษายนประจำมาอีกรอบ,ภาวะเลือดออกผิดปกติจากโพรงมดลูก (Abnormal uterine bleeding unspecified),สวัสดีครับ ในกรณีที่ทานยาคุมกำเนิดต่อเนื่องมานาน หลังหยุดยาคุมจะสามารถมีประจำเดือนคลาดเคลื่อน หรือมีเลือดออกช่องคลอดกะปริบกะปรอยได้ในช่วง 3 เดือนแรก หลังจากนั้นประจำเดือนควรจะกลับมาเป็นปกติ ทั้งความสม่ำเสมอและปริมาณครับ ดังนั้นในกรณีของคนไข้สามารถสังเกตอาการก่อนได้ หากหยุดยา 3 เดือนแล้วยังมีประจำเดือนผิดปกติหมอแนะนำให้ไปตรวจเพิ่มเติมกับสูตินรีแพทย์ต่อไปครับ,ทานยาคุมมาตลอด 2 ปีครึ่ง ประจำเดือนมาตรงทุกเดือน (28 วัน) ตอนนี้กำลังหยุดทานยาคุมเป็นเดือนแรก ประจำเดือนมาซ้ำ แบบนร่ผิดปกติไหมคะ วันสุดท้ายที่ทานยาคุม 2 เมษายน ประจำเดือนมาวันที่ 17-12 เมษายน(ตรงตามปกติ) วันที่ 22 เมษายนประจำมาอีกรอบ ภาวะเลือดออกผิดปกติจากโพรงมดลูก (Abnormal uterine bleeding unspecified)
https://www.agnoshealth.com/forums/644,644,อยากสอบถามเกี่ยวกับการตั้งครรภ์ค่ะพอดีเมื่อสัปดาที่แล้วไปหาหมอแล้วตรวจปัสสาวะ. ในสมุดสีชมพูที่ใช้ลงบันทึกปกติคุณหมอจะลงเป็นN/N. แต่รอบนี้ลงเป็นN/+1 คืออะไรหรอคะ. กังวลค่ะ,ออฟฟิศซินโดรม (Office syndrome),"โดยปกติ ช่องการตรวจปัสสาวะในสมุดฝากครรภ์จะระบุถึงระดับโปรตีนและน้ำตาลในปัสสาวะ, N/N คือผลปกติ, ส่วน N/+1 หมายถึงตรวจพบน้ำตาลในปัสสาวะ ซึ่งอาจเป็นสัญญานของการเกิดภาวะเบาหวานขณะตั้งครรภ์ หมอแนะนำให้ปรึกษาสูตินรีแพทย์ที่คนไข้ฝากครรภ์อยู่เพิ่มเติม อาจต้องมีการตรวจเบาหวานเพิ่มเติมในการฝากครรภ์ครั้งถัดไปครับ",อยากสอบถามเกี่ยวกับการตั้งครรภ์ค่ะพอดีเมื่อสัปดาที่แล้วไปหาหมอแล้วตรวจปัสสาวะ. ในสมุดสีชมพูที่ใช้ลงบันทึกปกติคุณหมอจะลงเป็นN/N. แต่รอบนี้ลงเป็นN/+1 คืออะไรหรอคะ. กังวลค่ะ ออฟฟิศซินโดรม (Office syndrome)
https://www.agnoshealth.com/forums/645,645,เป็นก้อนที่คอไม่ทราบสาเหตุอยู่ดีๆก็ขึ้นที่คอข้างๆ วันแรกที่เป็นกดแล้วเจ็บ หลังจากนั้นไม่มีอาการอะไรเลย นอกจากเป็นก้อนที่คอเฉยๆ ตรวจปอดแล้วปอดปกติ เกิดจากอะไรคะ,ก้อนที่คอไม่ทราบสาเหตุ (Neck mass unspecified),ก้อนกดเจ็บที่คอ ส่วนใหญ่เกิดจากต่อมน้ำเหลืองอักเสบ ซึ่งสัมพันธ์กับการติดเชื้อที่หูคอจมูกหรือช่องปากครับ โดยภายหลังจากที่การติดเชื้อเหล่านั้นหายไปแล้ว ต่อมน้ำเหลืองจะค่อยๆลดขนาดลงทีละน้อยจนกลับไปเป็นปกติครับ อย่างไรก็ตาม หากก้อนโตขึ้นเรื่อยๆ กดเจ็บมากขึ้น หรือมีเบื่ออหารน้ำหนักลดร่วมด้วย หมอแนะนำให้ไปพบแพทย์เฉพาะทางหูคอจมูกเพื่อตรวจเพิ่มเติมต่อไปครับ,เป็นก้อนที่คอไม่ทราบสาเหตุอยู่ดีๆก็ขึ้นที่คอข้างๆ วันแรกที่เป็นกดแล้วเจ็บ หลังจากนั้นไม่มีอาการอะไรเลย นอกจากเป็นก้อนที่คอเฉยๆ ตรวจปอดแล้วปอดปกติ เกิดจากอะไรคะ ก้อนที่คอไม่ทราบสาเหตุ (Neck mass unspecified)
https://www.agnoshealth.com/forums/646,646,มันปวดท้องขึ้นเรื่อยๆเลยค่ะทำไงดีคะ,ลำไส้อักเสบติดเชื้อ (Bacterial gastroenteritis),"อาการถ่ายเหลวปนมูก ร่วมกับปวดบิดท้อง อาเจียน เข้าได้กับภาวะลำไส้อักเสบติดเชื้อครับ การรักษาหลักจะเป็นการทานยาฆ่าเชื้อ เช่น Ciprofloxacin, Cefixime นาน 5 วัน ร่วมกับการทานยาตามอาการ เช่น ยาแก้ปวดบิดท้อง Hyoscine, ยาแก้อาเจียน Domperidone เป็นต้น อาการจะดีขึ้นใน 2-3 วัน ครับ",มันปวดท้องขึ้นเรื่อยๆเลยค่ะทำไงดีคะ ลำไส้อักเสบติดเชื้อ (Bacterial gastroenteritis)
https://www.agnoshealth.com/forums/647,647,สวัสดีครับพอดี มีปัญหาเรื่องริดสีดวงแต่ว่าปวดไม่หนักขับถ่ายได้ครับ แต่บางทีขับถ่ายมีมีมูกเลือดออกมาด้วยนี่คืออาการปกติของริดสีดวงมั้ยครับ,ริดสีดวงทวาร (Hemorrhoids),สวัสดีครับ ริดสีดวงทวารจะมีอาการหลักคือก้อนยื่นออกมาจากรูทวารเวลาถ่าย โดยอาจมีอาการปวดหรือเลือดออกร่วมด้วยได้บ้าง การรักษาหลักจะเป็นการทานยาริดสีดวง เช่น Daflon ร่วมกันเหน็บยาทางาวาร เช่น Proctosedyl ติดต่อกัน 5 วัน นอกจากนั้นควรแก้ที่ต้นเหตุด้วยคือการรักษาอาการท้องผูก โดยอาจทานยาช่วยถ่าย เช่น Mucillin เพื่อป้องกันการกลับมาเป็นซ้ำครับ,สวัสดีครับพอดี มีปัญหาเรื่องริดสีดวงแต่ว่าปวดไม่หนักขับถ่ายได้ครับ แต่บางทีขับถ่ายมีมีมูกเลือดออกมาด้วยนี่คืออาการปกติของริดสีดวงมั้ยครับ ริดสีดวงทวาร (Hemorrhoids)
https://www.agnoshealth.com/forums/648,648,หนูเหนื่อยหนูคิดอะไรไม่ออกเลย,เสี่ยงต่อโรคซึมเศร้า (Major depressive disorder),เข้าใจว่าคุณ 114184 กำลังเผชิญทั้งความเหนื่อยอ่อนเพลียและปัญหาเรื่องความจำ รวมถึงปัญหาอื่นๆที่ทำให้เป็นทุกข์ และยากที่จะทำกิจวัตรประจำวันด้วย อย่างไรก็ตาม ถ้า ณ เวลานี้ ความคิดที่ไม่อยากมีชีวิตอยู่มันรุนแรง ไม่สามารถจัดการความคิดดังกล่าวได้ หรืออาจเกิดอันตรายขึ้นกับตัวเอง ผมแนะนำให้รีบเข้ารับการรักษาที่ห้องฉุกเฉินในโรงพยาบาลใกล้บ้านครับ หรือหากมีข้อจำกัดที่ทำให้ไม่สามารถเข้าถึงการรักษาดังกล่าวได้ สามารถโทรปรึกษาที่เบอร์ 1323 (สายด่วนกรมสุขภาพจิต) ได้เลยครับ จากที่ให้ข้อมูลมามีหลายๆอาการที่บ่งชี้ว่าอาจจะมีความผิดปกติของอารมณ์ครับ ความผิดปกติของอารมณ์นั้นสามารถมีได้หลายกลุ่มอาการครับ ไม่ว่าจะเป็น ตัวอารมณ์เอง ที่อาจจะเศร้า กังวล หงุดหงิด; ความคิด เช่น อาจไม่มีสมาธิ/ความจำไม่ดี/คิดไม่ออก รวมไปถึงมุมมองลบที่มีต่อตนเอง/คนรอบตัว/อนาคต; อาการทางกาย เช่น ใจสั่น เหนื่อย อ่อนเพลีย ปวดท้อง; พฤติกรรม ความผิดปกติดังกล่าวนั้นอาจเกิดจากมีสาเหตุทางกายได้ เช่น โรคประจำตัว; ยาบางชนิด; การใช้สารเสพติด (ทั้งภาวะออกฤทธิ์และภาวะถอน) ซึ่งการประเมินวินิจฉัยและวางแผนรักษาจำเป็นที่ต้องได้รับการประเมินโดยแพทย์/จิตแพทย์ โดยเบื้องต้น คุณสามารถเช็คสิทธิการรักษาของตัวเองได้ที่ https://eservices.nhso.go.th/eServices/mobile/login.xhtml เพื่อค้นหาโรงพยาบาลที่สิทธิรักษาเราสังกัดอยู่ เพื่อลดภาระการแบกรับค่าใช้จ่ายครับ เบื้องต้นผมขออนุญาตอธิบายวัฏจักรที่พบได้บ่อยในภาวะซึมเศร้าครับ เช่น เมื่อเรามีอารมณ์เศร้า ร่างกายของเราจะรู้สึกเหนื่อย อ่อนเพลีย ไม่อยากทำอะไร และเมื่อเราไม่ได้ลงมือทำกิจกรรมแล้ว เราจะใช้เวลาไปกับอารมณ์และความคิดของตัวเอง ซึ่งในช่วงที่มีอารมณ์เศร้า ความคิดมักจะยิ่งทำให้อารมณ์แย่ลงครับ เพื่อหยุดวัฏจักรดังกล่าวนั้น ผมอยากลองชวนนึกภาพเวลาที่เราเข็นรถที่จอดขวางอยู่นะครับ ช่วงแรกจะรู้สึกว่ารถมันหนักมาก แต่เมื่อล้อหมุนไปแล้วน้ำหนักรถมันจะเบาลง เราจะเข็นไปได้ง่ายมากขึ้น เช่นกันกับการทำกิจวัตรขณะที่เรามีอารมณ์เศร้าครับ แนวโน้มคือมันจะยากที่สุดตอนเริ่มต้น แต่เมื่อเริ่มทำไปได้แล้วมันจะค่อยๆง่ายขึ้นไป อย่างไรก็ตาม อย่าลืมให้เครดิตตัวเองนะครับ เพราะการที่อยู่ในสภาวะดังกล่าวนั้นทุกกิจกรรมมันไม่ได้เกิดขึ้นอย่างง่ายดายเหมือนเดิม,หนูเหนื่อยหนูคิดอะไรไม่ออกเลย เสี่ยงต่อโรคซึมเศร้า (Major depressive disorder)
https://www.agnoshealth.com/forums/651,651,ต้องการคำแนะนำค่ะ,ถุงน้ำรังไข่ (PCOS),อาการประจำเดือนมาน้อย หรือขาดประจำเดือนมีได้หลายสาเหตุครับ ที่พบบ่อยเกิดจากระดับฮอร์โมนผิดปกติเป็นผลมาจากความเครียด การพักผ่อนไม่เพียงพอ หรือการออกกำลังกายหนักเกินไป สาเหตุที่พบรองลงมาจะเป็นกลุ่มโรคถุงน้ำรังไข่ ซึ่งวินิจฉัยได้จากการตรวจอัลตร้าซาวด์รังไข่และมดลูกครับ อย่างไรก็ตาม หากมีความเสี่ยงตั้งครรภ์ หมอแนะนำให้ลองซื้อที่ตรวจครรภ์มาตรวจเองก่อน หากไม่พบการตั้งครรภ์แนะนำให้ลองไปปรึกษาหมอเฉพาะทางสูตินรีเวช เพื่อตรวจหาสาเหตุและให้การรักษาต่อไปครับ,ต้องการคำแนะนำค่ะ ถุงน้ำรังไข่ (PCOS)
https://www.agnoshealth.com/forums/652,652,สวัสดัคะคุณหมอหนูมีเรื่องสอบถามคะเมื่อวานหนูไปหาหมอมาด้วยอาการเจ็บน่าอกแถวหัวไหล่ร้าวมาใต้ราวนมเวลานอนก็มีอาการตึงๆหัวไหล่ร้าวมาแถวน่าอกหายใจไม่อิ่มตรวจปอดและคลื่นหัวใจแล้วปรกติเลยสงสัยว่าอาการแบบนี้เมื่อไรจะหายคะหรือเป็นที่กะเพาะอาหารคะเพราะตอนนี้รักษาอาการโรคกะเพาะอยู่คะ,ซี่โครงอักเสบ (Costochondritis),สวัสดีครับ อาการเจ็บหน้าอกร้าวมาใต้ราวนมเกิดได้จากหลายสาเหตุครับ สำหรับกรณีคนไข้มีโอกาสที่จะเกิดจากกล้ามเนื้อและซี่โครงอักเสบมากที่สุด การรักษาหลักจะเป็นการทานยาแก้อักเสบแบบไม่กัดกระเพาะ เช่น Celecoxib ร่วมกับยาคลายกล้ามเนื้อ เช่น Tolperisone และหลีกเลี่ยงการยกของหนักแขนข้างที่มีอาการ อาการจะค่อยๆดีขึ้นใน 3-5 วัน แต่อย่างไรก็ตามด้วยอายุของคนไข้ต้องระมักระวังเรื่องโรคหัวใจมากขึ้น หากมีอาการแน่นหน้าอกข้างใน ใจสั่นเหงื่อแตกตัวเย็น ควรรีบไปพบแพทย์ที่โรงพยาบาลเพื่อทำการตรวจเพิ่มเติมต่อไปครับ,สวัสดัคะคุณหมอหนูมีเรื่องสอบถามคะเมื่อวานหนูไปหาหมอมาด้วยอาการเจ็บน่าอกแถวหัวไหล่ร้าวมาใต้ราวนมเวลานอนก็มีอาการตึงๆหัวไหล่ร้าวมาแถวน่าอกหายใจไม่อิ่มตรวจปอดและคลื่นหัวใจแล้วปรกติเลยสงสัยว่าอาการแบบนี้เมื่อไรจะหายคะหรือเป็นที่กะเพาะอาหารคะเพราะตอนนี้รักษาอาการโรคกะเพาะอยู่คะ ซี่โครงอักเสบ (Costochondritis)
https://www.agnoshealth.com/forums/653,653,เวลาหนูรู้สึกเศร้าอยู่ๆก็ร้องไห้เองบางทีนเวลาหนูรู้สึกเศร้าอยู่ๆก็ร้องไห้เองบางทีนั่งอยู่เฉยๆนํ้าตาก็ไหล พอบอกย่าเเล้วย่าก็บอกว่า ก็อย่าร้องสิเดี๋ยวก็เป็นซึมเศร้า การร้องไห้เองเเบบนี้มันห้ามได้ด้วยหรอคะ อยู่ๆมันก็ร้องเอง หนูไม่ได้อยากร้องสักหน่อย หนูควรทำไงดีคะ หนูโดนดุตลอดว่าอย่าร้องแบบไร้เหตุผล,เสี่ยงต่อโรคซึมเศร้า (Major depressive disorder),ก่อนอื่นต้องชื่นชมคุณ 114369 ในเรื่องการรับรู้อารมณ์นะครับ การที่เราสามารถบอกได้ว่า “ตอนที่เรากำลังรู้สึกเศร้าแล้วเราจะร้องไห้” ตรงนี้ไม่ง่ายเลยครับ มันอาจจะฟังดูแปลกๆ แต่การให้ชื่อกับอารมณ์ที่เรารู้สึกเป็นจุดเริ่มต้นที่จำเป็นต่อการจัดการกับอารมณ์ที่เหมาะสมต่อไปครับ อารมณ์เศร้า กังวล โกรธ อิจฉา หรืออารมณ์ใดๆก็ตาม เป็นการทำงานที่ปกติของจิตใจมนุษย์ครับ เราไม่สามารถกำจัดอารมณ์ใดอารมณ์หนึ่งออกไปจนหมด 100% จากชีวิตได้ ถ้าเราลองนึกภาพว่าใน 24 ชั่วโมง ต้องมีช่วงที่พระอาทิตย์ขึ้นและมีช่วงที่พระจันทร์ขึ้น อารมณ์ของเรานั้นก็ไม่ต่างจากวัฏจักรดังกล่าวเลยครับ มันจะมีช่วงที่เรามีความสุข แล้วมันก็จะมีช่วงที่เราเป็นทุกข์ แต่ความทุกข์นั้นไม่ว่าจะรุนแรงแค่ไหนมันก็จะมีความสุขเข้ามาทดแทนครับ ถึงแม้การเกิดขึ้นของอารมณ์เราจะอยู่นอกเหนือการควบคุมของเรา แต่สิ่งที่ขึ้นกับตัวเรา 100% เลยคือการควบคุมอารมณ์ดังกล่าวครับ ตัวอย่างการจัดการอารมณ์จะเป็นตามด้านล่างครับ 1.ขั้นตอนก่อนการเกิดอารมณ์ขึ้น -เริ่มต้นจากการค้นหาปัจจัยที่อาจจะกระตุ้นอารมณ์ ซึ่งอาจมีทั้งจากภายนอก (เช่น ข่าวเกี่ยวกับความรุนแรง เนื้อหาในsocial mediaที่กระทบจิตใจ) และจากปัจจัยภายใน (เช่น ภาพจำเกี่ยวกับเหตุการณ์ในอดีต ความกังวลเกี่ยวกับอนาคต) -จริงอยู่ที่เราสามารถหลีกเลี่ยงบางปัจจัยได้เช่น จำกัดเวลาการเข้าsocial media หรือ หลีกเลี่ยงการเสพข่าวความรุนแรง แต่ปัจจัยบางอย่างที่เราไม่สามารถจำกัดได้นั้นต้องหาแนวทางในการจัดการอื่นต่อไปครับ 2.ระหว่างที่เกิดอารมณ์ขึ้น -การรู้เท่าทันว่า สิ่งนี้ ทำให้เรา รู้สึกแบบนี้ เป็นขั้นแรกที่สำคัญครับ -ต่อมา บางทีความคิดเรามันอาจจะดูเหมือนความจริงมากๆ แต่จริงๆแล้วความคิดเรามันไม่ใช่ความเป็นจริงเสมอไป -เราสามารถเลือก ให้พฤติกรรมของเราไม่ต้องเป็นไปตามอารมณ์ได้ครับ เช่น เราโกรธอยากจะใช้เสียงดัง เราสามารถเลือกพูดเสียงเบาเพื่อป้องกันไม่ให้เกิดความรุนแรงต่อไปได้ครับ 3.หลังจากเกิดอารมณ์ขึ้น -หากไม่สามารถจัดการอารมณ์ที่เกิดขึ้นมาได้ สามารถใช้วิธีการผ่อนคลายต่างๆ เช่น การโฟกัสที่ลมหายใจเข้า-ออก ช้าๆ ลึกๆ อาจนับ 1-4 ในแต่ละขาเข้าขาออก หรือนึกถึง “พื้นที่ปลอดภัย” อาจจะเป็นที่ที่เราคุ้นเคยหรือมีความสุขมากๆ ให้เราลองนึกถึง ภาพ/เสียง/กลิ่น/อากาศ ของพื้นที่นั่นไปทีละประสาทสัมผัสครับ -หากต้องการความช่วยเหลือจากผู้อื่น เราสามารถสื่อสารความต้องการของตัวเราได้ครับ เช่น “ตอนนี้เรารู้สึกไม่ดี ไม่อยากอยู่คนเดียว เราอยากนั่งข้างๆเค้า ไม่ต้องคุยอะไรก็ได้” อย่างไรก็ตามหากคุณรู้สึกว่าจัดการอารมณ์ได้ลำบาก หรืออารมณ์เริ่มส่งผลกับการใช้ชีวิตประจำวัน/เป็นทุกข์รุนแรง สามารถเข้าพบแพทย์หรือจิตแพทย์ใกล้บ้านได้ตามสิทธิการรักษานะครับ,เวลาหนูรู้สึกเศร้าอยู่ๆก็ร้องไห้เองบางทีนเวลาหนูรู้สึกเศร้าอยู่ๆก็ร้องไห้เองบางทีนั่งอยู่เฉยๆนํ้าตาก็ไหล พอบอกย่าเเล้วย่าก็บอกว่า ก็อย่าร้องสิเดี๋ยวก็เป็นซึมเศร้า การร้องไห้เองเเบบนี้มันห้ามได้ด้วยหรอคะ อยู่ๆมันก็ร้องเอง หนูไม่ได้อยากร้องสักหน่อย หนูควรทำไงดีคะ หนูโดนดุตลอดว่าอย่าร้องแบบไร้เหตุผล เสี่ยงต่อโรคซึมเศร้า (Major depressive disorder)
https://www.agnoshealth.com/forums/654,654,"นอนไม่หลับ รับประทาน ยา clonazepam 2mg depakine chrono,sodiumpalproat,Quitiapine,และ Risperidon. มา 2 ปีกว่สแล่้ว แต่อาการก็ไม่ดีขึ้นเท่าที่ควร",เสี่ยงต่อโรคทางอารมณ์ที่มีภาวะแทรกซ้อน (Mood disorder with psychotic feature unspecified),"สวัสดีคุณ 114367 ครับ เบื้องต้นผมต้องขอบคุณที่เลือกขอคำปรึกษาก่อนการปรับยานะครับ การนอนไม่หลับเป็นภาวะที่ทรมานมากๆครับ การนอนไม่หลับสามารถเกิดได้จากทั้งภาวะทางกายและภาวะทางจิตใจครับ ซึ่งจุดเริ่มต้นของการรักษาภาวะนอนไม่หลับนั้น จำเป็นที่จะต้องเริ่มจากการค้นหารักษาสาเหตุที่ทำให้เกิดภาวะดังกล่าว ซึ่งหากอาการนอนไม่หลับเป็นผลจากสาเหตุทางกายหรือจิตใจก็ตาม เมื่อรักษาสาเหตุดังกล่าวจนหายสนิทแล้ว อาการนอนไม่หลับจะค่อยๆดีขึ้นตามไปด้วยครับ ในทางกลับกัน หากสาเหตุยังไม่ได้รับการแก้ไข อาการนอนไม่หลับก็จะไม่ดีขึ้นเช่นกันครับ เนื่องจากยาที่คุณ 114367 ยกมานั้นเป็นยาจิตเวชเป็นใหญ่ ผมขออนุญาตกล่าวถึงประเด็นนี้ครับ การนอนไม่หลับมีความสัมพันธ์กับภาวะทางจิตเวชอย่างซับซ้อน เช่น อาจเป็นอาการของโรคจิตเวช หรือ ตัวมันเองก็กระตุ้นให้โรคจิตเวชกำเริบได้เช่นกันครับ หรือ อาจเกิดเป็นโรคร่วมกันก็ได้ครับ และเนื่องจากการปรับยาที่เหมาะสมต้องอาศัยอาการ, โรคร่วม, ประวัติการตอบสนอง, หรือ อันตรกิริยาของยา เป็นต้น ผมขออนุญาตแนะนำให้ปรึกษากับจิตแพทย์เจ้าของไข้ที่ดูแลกันมาครับผม เบื้องต้นขณะที่ยังไม่ได้พบจิตแพทย์​ ผมขออนุญาตเสนอการรักษาภาวะนอนไม่หลับโดยไม่ใช้ยานะครับ ปัจจุบันมีการรักษาแบบปรับความคิดและพฤติกรรมสำหรับการนอนหลับ (CBT-i) ซึ่งผลการวิจัยพบว่าช่วยทำให้การนอนหลับได้ดีประสิทธิภาพไม่แตกต่างจากยาและมีประสิทธิภาพเป็นระยะเวลาที่นานกว่า องค์ประกอบหนึ่งใน CBT-i คือการดูแลสุขลักษณะการนอนครับ เช่น ใช้เตียงนอนสำหรับการนอนและกิจกรรมทางเพศเท่านั้น (นอกเหนือจากเวลาดังกล่าวให้หลีกเลี่ยงการอยู่บนเตียง), หลีกเลี่ยงการดูจอโทรศัพท์/โทรทัศน์ (เนื่องจากแสงจากจอจะทำให้ร่างกายเราตื่นมากขึ้นครับ), หลีกเลี่ยงการดูนาฬิระหว่างเวลานอน (เนื่องจากหากนอนไม่หลับเมื่อดูนาฬิกาแล้วจะเกิดความกังวลขึ้นมา เช่น ทำไมยังไม่หลับเหลือเวลานอนไม่กี่ชั่วโมง), ตั้งเวลานอน-ตื่น ที่สม่ำเสมอ, หลีกเลี่ยงการนอนกลางวัน, หากกินกาแฟหรือคาเฟอีนให้เว้นจากเวลานอนอย่างน้อย 6-8 hr, หลีกเลี่ยงการสูบบุหรี่ก่อนเวลานอนอย่างน้อย 1-2 ชั่วโมง, หากออกกำลังให้เว้นหากจากเวลาเข้านอนประมาณ 4 hr เป็นอย่างน้อย เป็นต้นครับ","นอนไม่หลับ รับประทาน ยา clonazepam 2mg depakine chrono,sodiumpalproat,Quitiapine,และ Risperidon. มา 2 ปีกว่สแล่้ว แต่อาการก็ไม่ดีขึ้นเท่าที่ควร เสี่ยงต่อโรคทางอารมณ์ที่มีภาวะแทรกซ้อน (Mood disorder with psychotic feature unspecified)"
https://www.agnoshealth.com/forums/656,656,พึ่งเป็นมา 1-2 วัน เริ่มแรกมีอาการเพลีย พอเข้ากลางคืนของคืนแรก นอนไม่หลับทั้งคืนคาดว่ามาจากชาเขียว อีกวันต่อมาต้องตื่นเช้าไปทำงานและกลับมานอนพักเพราะรู้สึกไม่ดีตอนสาย พอหลับตื่นมาอีกทีก็รู้สึกเหมือนเป็นไข้หวัด ปัจจุบัน ผ่านมา 2 วันอาการปวดหัวดีขึ้น รู้สึกอ่อนเพลียนิดๆ คัดจมูก มีไอบ้าง จามบ้าง คันคอ เวลานอนรู้สึกเหมือนมีเสมหะ มากั้นแถวคอ ต้องนอนหัวสูง,ไข้หวัด (Common cold (Nasopharyngitis)),"อาการของคนไข้เข้าได้กับไข้หวัดธรรมดาครับ โดยทั่วไปสามารถหายเองได้ใน 3-5 วัน โดยการกินยาตามอาการ เช่น ยาลดไข้แก้ปวดหัว paracetamol, ยาแก้ไอ dextromethorphan, ยาแก้คัดจมูก nasotap เป็นต้น และแนะนำให้ดื่มน้ำมากๆ พักผ่อนให้เพียงพอ อาการจะดีขึ้นเองครับ อย่างไรก็ตามหมอแนะนำให้ลองตรวจ ATK COVID-19 เพิ่มเติมด้วยหากมีความเสี่ยงในช่วงนี้ครับ",พึ่งเป็นมา 1-2 วัน เริ่มแรกมีอาการเพลีย พอเข้ากลางคืนของคืนแรก นอนไม่หลับทั้งคืนคาดว่ามาจากชาเขียว อีกวันต่อมาต้องตื่นเช้าไปทำงานและกลับมานอนพักเพราะรู้สึกไม่ดีตอนสาย พอหลับตื่นมาอีกทีก็รู้สึกเหมือนเป็นไข้หวัด ปัจจุบัน ผ่านมา 2 วันอาการปวดหัวดีขึ้น รู้สึกอ่อนเพลียนิดๆ คัดจมูก มีไอบ้าง จามบ้าง คันคอ เวลานอนรู้สึกเหมือนมีเสมหะ มากั้นแถวคอ ต้องนอนหัวสูง ไข้หวัด (Common cold (Nasopharyngitis))
https://www.agnoshealth.com/forums/657,657,มีจุดคล้ำ 1 จุด บริเวณตัวอวัยวะเพศชาย ล่างหัวเห็ด ไม่รู้สึกเจ็บ ไม่มีหนอง ไม่แข็ง ต้องไปตรวจไหมครับ ถ้าตรวจราคาเท่าไหร่,ซิฟิลิส ระยะที่หนึ่ง (Primary syphilis),สวัสดีครับ ความผิดปกติที่พบได้ที่อวัยวะเพศและต้องไปพบแพทย์เพื่อรักษามีหลายแบบ เช่น แผลเรียบเจ็บ แผลขอบนูน ตุ่มหนอง ตุ่มแดงเจ็บ ก้อนหูด เป็นต้น โดยอาจมีอาการปัสสาวะแสบขัด หรือมีหนองจากปลายอวัยวะเพศร่วมด้วยหรือไม่ก็ได้ ซึ่งจากลักษณะอาการที่คนไข้แจ้งมายังไม่เข้ากับอาการของโรคใดชัดเจน หมอแนะนำให้สังเกตอาการก่อนได้ ถ้าจุดคล้ำนั้นลักษณะหน้าตาเหมือนๆเดิม หรือหายไปเองก็ไม่ต้องทำอะไร แต่ถ้ามีอาการที่เข้าได้กับที่หมออธิบายไปข้างต้น ควรมาพบแพทย์เพื่อตรวจรักษาต่อไปครับ,มีจุดคล้ำ 1 จุด บริเวณตัวอวัยวะเพศชาย ล่างหัวเห็ด ไม่รู้สึกเจ็บ ไม่มีหนอง ไม่แข็ง ต้องไปตรวจไหมครับ ถ้าตรวจราคาเท่าไหร่ ซิฟิลิส ระยะที่หนึ่ง (Primary syphilis)
https://www.agnoshealth.com/forums/658,658,[object Object] เรามีประจำเดือนเลยใช้ถ้วยอนามัย และเมื่อวานเราก็ใช้รู้สึกว่ามันเริมคัน ใช้ได้มาประมาณ4วันแล้ว ไม่แน่ใจว่าเกี่ยวกันหรือป่าวเราใช้ สบู่สำหรับล้างจิมิเอามาทำความสะอาดถ้วยอนามัย แต่ไม่ได้เอามาล้างจิมิ อยากรู้ว่าเราควรที่จะใช้ยาสอดเลยมั้ย หรือกินนมเปรี้ยวกับโยเกิร์ตไปก่อน เราเคยเป็นเชื้อราในช่องคลอดมาก่อนหมอก็ให้เรากินยากับยาสอดก็หายได้ประมาณ5เดือน ก็มาเป็นครั้งนี้เนี้ยแหละ,เชื้อราในช่องคลอด (Candida vaginitis),,[object Object] เรามีประจำเดือนเลยใช้ถ้วยอนามัย และเมื่อวานเราก็ใช้รู้สึกว่ามันเริมคัน ใช้ได้มาประมาณ4วันแล้ว ไม่แน่ใจว่าเกี่ยวกันหรือป่าวเราใช้ สบู่สำหรับล้างจิมิเอามาทำความสะอาดถ้วยอนามัย แต่ไม่ได้เอามาล้างจิมิ อยากรู้ว่าเราควรที่จะใช้ยาสอดเลยมั้ย หรือกินนมเปรี้ยวกับโยเกิร์ตไปก่อน เราเคยเป็นเชื้อราในช่องคลอดมาก่อนหมอก็ให้เรากินยากับยาสอดก็หายได้ประมาณ5เดือน ก็มาเป็นครั้งนี้เนี้ยแหละ เชื้อราในช่องคลอด (Candida vaginitis)
